series_id,series_name,source_name,country_id,country_name,region,income_group,year,value
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),2015,23388.474102
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),2016,23756.474103
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),2017,25134.614424
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",818,Egypt,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1990,5766.608625
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",818,Egypt,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1991,5698.48637
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",818,Egypt,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1992,5826.129586
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",818,Egypt,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1993,5873.806902
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",818,Egypt,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1994,5987.948956
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",818,Egypt,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1995,6146.090807
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",818,Egypt,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1996,6331.558753
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",818,Egypt,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1997,6556.362597
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",818,Egypt,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1998,6795.865984
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",818,Egypt,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),1999,7076.119353
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",818,Egypt,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2000,7389.121952
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",818,Egypt,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2001,7508.465166
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",818,Egypt,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2002,7543.560247
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",818,Egypt,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2003,7638.011193
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",818,Egypt,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2004,7802.909962
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",818,Egypt,Middle East and North Africa,Lower Middle Income Country (World Bank Classification),2005,8003.590837
